review,rating
mantap!!,5
sementara 3dulu karna baru pakai,3
mudah dan ga ribet,5
"Tokopedia berbohong, di pencarian ada potongan diskon tetapi waktu di checkout dan di keranjang yang muncul harga normal.👎",1
"Beberapa bulan yg lalu saya kecewa,barang sampai malah gak diantar KPD saya,ini saya pesan barang kalau jg GX diantar,saya bersumpah GX mau berbelanja di toko pedia lagi saya tunggu mulai hari ini 5 hari kedepan saya tunggu",2
Massa estimasi telah lewat beda dengan aplikasi S lebih cepat dan tidak lewat estimasi waktu,1
trimakasih Toped,5
"cape ah belanja di sini terus, udh pernah beli komik bayar pake dana sampe 2 kali ga di respon samsek sama penjual, jadinya di batalin sm sistem. Terus ada beli komik di toko lain tp ternyata udh ga stok lagi, terus beli komik di toko lain lagi udh di respon tapi ga di kirim-kirim. Di ghosting ujung""nya.",3
mntap tokpet,5
"Aplikasinya sering eror ,pas waktu pembayaran sering gagal mohon diperbaiki..nanti bintang 5 lagi",1
mantep,5
Gasspoll mantap,5
Aplikasi jaha aku mau buat akun nga bisa aplikasi kihi bagini pendo,1
"Estimasi ongkir gak sesuai dengan kenyataan yang ada di semua jasa pengiriman/kurir, mohon diverifikasi ulang dan ini sangat merugikan pengguna",2
tokped ada masalahkah? tibatiba log out sendiri. disuruh daftar lg. malah jd akun baru. akun lama ilang.,2
habis payment maka dikembalikan dana nya kenapa yaa gagal terus belanja nya...,3
Toko nya sudah bagus sekali saat ini semoga sukses terus lebih baik lagi amin..,5
Sangat baggggggussss cocok,5
Tolong ninja express dinonaktifkan aja dari rekanan tokopedia. Karena pelayanan mengecewakan,1
semoga d permudah lagi agar bisa bayar cod sport toko sebelah,5
Apl keren,5
sicepat ga recommended banget nih!!!!,1
bagus,5
applikasi segudang promo... mantep,5
"Developer sangat responsif, salut dan pertahankan performa.",5
"Tokopedia sekarang ga pernah ngasih gratis ongkir, padahal sudah jelas tertulis, gratis ongkir akan di perbarui di hari jumat, tapi di aku tetep gaada voucher gratis ongkir nya, ini gimana siii jadi susah kalo mau belanja, tolong di perbaiki lagi",4
"Utk promo pengguna baru sangat mengecewakan, akal2an Tokopedia aja utk cari pengguna baru dgn menawarkan promo besar, ujung2 nya pesanan di batalkan oleh sistem tokped shg uang di refund dan masuk saldo tokped lalu promo gak bisa digunakan utk transaksi berikutnya, padahal di aplikasi masih bisa accept dan pilih promo nya, tapi pas bayar muncul notif promo gak berlaku lagi. Nyesel sudah bikin akun Tokopedia",1
APLIKASI SEMAKIN KURANG WARASSS...BARANG SUDAH DI C.O. TAU2 SELLER BILANG BARANG KOSONG..DAN ITU SUDAH TERJADI DI BEBERAPA TOKO YANG ADA DI APLIKASI INI...TOKOPEDIA PERLU PEMBENAHAN SYSTEM DAN SELLER YANG TIDAK SEHATTT,1
paket berhentinya dari tempat ke tempat 1 hari no recoment?!!( soopi aj jauh lbih bgus serius ),1
baik,3
lelet aplikasinya,3
"tolong di kolom pencarian di sediakan fitur kameranya ,membantu buat poto barang yg akan di cari biar lebih gmpang!terimakasih",5
Mohon Hapus Pengiriman JNE terutama CARGO. Lelet.... Pantes pada beralih ke E-commerce laen.,1
mantab,5
kalau transaksi dengan sistem cod suka error aneh dah,1
"Udah di bayar di Alfamart malah dibatalkan , hilang lagi voucher nya MASIH BAGUS SHOPEE",1
nanti bintangnya di tambah kalau pesanan saya datang nanti,4
Makin ke sini kok makin hahahahaha Makasih otw uninstal bos ku,2
good job,5
ok,5
keren,5
Ongkir nya mahal,3
👍🏻,5
"nyesal install Tokopedia, reseller tidak amanah, CS nya sellow respon, ada aja alasan, demo lah apalah, demongak ada di ada adain, cuaca bagus di bilang cuaca buruk,",1
uuuu GG bagus Wak,4
Manteb,5
aplikasi yang sangat buruk,1
Ini knpa si pas sy nambahin alamat mlah muncul (oops alamatmu tidak ditemukan) harus gimana???!!!,5
👍,5
Ngasih promo ga niat.. Transaksi dibatalin sistem.. Customer care gajelas.. Call center mana??????,1
Langsung hapus aja aplikasi sampah ini Apk yg terbangsat Merugikan penjual Barang di retur cacat /rusak Mementingkan pembeli nakal,1
"Apk tolol memang si, udah di kasih saran id expres jangan kasih kurir recomend, barang gua di keterang di terima padahal gw gak nerima paket apapun",1
"Semoga jauh lebih mudah menggunakan aplikasi Tokopedia ini,",5
mantap sekali,5
"Memakai ongkir gratis estimasi tiba 6-7hari pesanan sampai kealamat pembeli menggunakan expedisi si cepat,sementara saya membeli bukan menggunakan COD alias lunas pembayaran👎👎",1
baguss tapi ongkir terlalu mahal coba benerin lagi dan banyakan vocer gratis ongkit,5
beli lah di Tokopedia sangat murah,5
"tolong, uang saya ke potong otomatis sama tokopedia, padahal ngga ada langganan apa apa, tolong kembalikan uang saya kak",1
Berkualitas pelayanan nya yang ada.,5
pesan nan selalu di batalkan,1
cara pembayaran yang sangat mudah dan cepat. sukses selalu Tokopedia.,5
Apalah pesanan di batalkan sistem tokped,1
Maaf sekarang aplikasi tokopedia semakin jelek n aneh.. chat pembeli penjual tidak bisa dihapus.. pembatalan pesanan sulit..,1
"Sedikit promo,ada biaya layanan mahal,maksa pula buat update aplikasi, males banget gunain toped, tulisan gratis ongkir pas coba check out ga ad gratis ongkir",1
"Pesanan tidak batal otomatis, jika saya tidak komplain maka proses masih terus berlanjut entah sampai kapan, pengembalian dana bukan ke pembeli terlebih dahulu malah ke penjual, saya sih ke depannya ga mau beli lagi ya di Tokopedia meskipun diskonnya lebih besar dari toko oren, cuma pelayanannya ga bagus, sangat buruk, sampe hari ini aja dana saya belum balik",1
"""Ada gangguan di rumah tokped"" waktu buka kupon, cem mana nih?",1
voucher gabisa di pake,1
sangat mudah untuk dilakukan di mana saja,5
"belanja barang tidak nyampe ke alamat, uang dibalikan dipotong ongkos kirim.. salah satu produk busuk dalam negeri..",1
"Saya Unistal Toko pedia, gimana mau Belanja bikin akun saja tidak bisa..memasukkan nama lengkap gak bisa2. Unistal saja daripada bikin ribet",1
"Haii tolong Dong buat Tokopedia kurir rekomendasi jangan ID EXPRESS, Paket saya gak pernah sampe klo pake Kurir itu 😭😭",1
"Kenapa menautkan akun sosial media untuk affiliate tidak bisa?, tolong secepatnya diperbaiki karena komisi saya bisa hilang",2
Sangat memuaskan transaksi dan aplikasi nya,3
APLIKASI SAMPAH,1
oke,5
"Kepada yth : Tokopedia Kami pelanggan setia Tokopedia Kami merasa nggk nyaman klau toko 2 yg nggk punya stok barang, tapi tetap memposting barang barang tsb, itu akan membuang waktu saja klau bs tlong di tertifkan aja tks.",4
mantaf,5
senang blnj disini pengiriman cepat,5
cukup praktis dan efisien,5
"Toped harus aktif control toko mana yg nakal, mengiklankan barang ternyata setelah dibayar bilang barangnya kosong disini banyak sekali toko begini, ini sangat merugikan konsumen karena harus menunggu pengembalian uangnya",5
💝,5
Lebih Hemat,5
"Bangkrut kah min,jarang dpet diskon sekarang,ongkir pun gadpet mau dpet ongkir juga percuma harganya malah naik bukan pas atau diskon",2
sangat bagus,5
mantep lancar,5
Tokopedia dihati,5
ok ok mantappp,5
😘,5
"Gmna si ini sistem pihak tokped, Tolong lah perbaiki lagi apk nya, pas mau aktifin dana ada gangguan dari tokped nya melulu Alhasil beli ini itu harus cod terus",1
Aplikasi ini sangat bermanfaat,5
"Please tambahin fitur nomor ekspedisi kayak app sebeleah, biar mudah hubungi kurir, kadang suka banyak problem si kurirnya ga nelfon tau² paket gagal pengiriman karena pembeli tidak ada di tempat, nah kalo tau tuh nomor kurir udah di telfon kenapa alasan kayak gitu, misalkan si kurir proses pengiriman apalagi cod, kan berarti langsung hubungi penjual buat mastiin ada di tempat, ini mah ekspedisi sebelah suka ngadi²ngadi di statusnya alasan pembeli tidak ada di tempat, lah orang si kurir ga inf",3
ok,5
mantap,4
bagus,5
sudahlama pakai Tokopedia ok,5
mantap,4
ok,5
👍👍👍👍👍,5
Biaya pw marcht dn biaya layanan lainya yg sangat tinggi..jualan skrng kacau disini..d apk sbelah tnpa potongn apa2 ya,2
Up date selalu..,3
"Kecewa dengan Tokopedia, iming iming diskon 25rb, giliran di cek out , ada laporan bahwa pesanan dibatalkan sepihak oleh aplikasi, pas mau cek out lg diskon itu udah ilang, bener bener nipu",1
masuk apk daftar aja gak bisa hedeh,1
"Boros data saat liat2.. video auto play.. bagus yg dulu sebelum update . Mo pindah toko oren aja, dah boros kuta nyedot banyak data.. video produk ga penting... jadi males belanja..",1
best,5
mantul,5
baik,5
good,5
mantap,5
"Ekspedisi yang dipilihkan sistem bener bener busuk, apalagi id express Ga lagi make ini aplikasi",1
optimal,5
aman bos ku,5
Sangat sigma toko ini harusnya sigmapedia bukan tokooedia,5
simpel dan cepat,5
Pelayanan yang sangat memuaskan dan membatu Pembeli,5
akurat,5
PERCUMA NGASIH KUPON..PAS UDAH DI PAKE..TIBA TIBA PESANAN DI BATALKAN...CUKUP BINTANG SATU,1
Tiba tiba kirim OTP amankah?,5
good,5
bagus,5
"suka,apalagi byk promo diskon & di ksh spaylatter",5
Kecewa bgt kecewa berat sama layanan nya Saya pesan yg pertama barang nya kurang trus pesanan nya lama bgt trus tiba tiba dibatalkan sama sistem 🤔🤔,1
"Saya pelanggan setia, namun sekarang sangat kecewa dgn si ijo karena banyak lapak penjual penipu & penjebak dilindungi, padahal yg kasih komen ke pedagang penipu sudah puluhan. Sudah lapor ke care centerpun tak ada aksi. Berbeda dengan orange dimana ada investigasi laporan. Terima kasih.",1
Sumpah ongkir nya membunuh,1
Apk TOLOL. pas daftar.. masukin nama.. gagal terus . kesalahan server. begoo... perbaikin bug nya tolol,1
bagus sekali,5
Malas belanja di tokopedia karena gk ada yg bisa cod,1
oke,5
"Oke, beres sudah aman, mantap lancar jaya scrolling tokped",5
"Toko pedia slow dan lama kalau pesan barang, beda dengan aplikasi sebelah yg gercep",1
"Makin hari makin berat nih tokopedia, sy pakai hp ram 12GB, kadang lelet",5
Tetap jaga kwalitas ya,5
"Sekarang Mahal semua Diskon palsu sudah seperti di supermarket, diskon palsu padahal di marketplace lain harganya beda sampe 100k, ongkir mahal, buat dompet jebol, pengiriman lambat",1
"Udah jarang dapat gratis ongkir, padahal masih satu kota",3
"Sudah Mahal, ongkir mahal malah lebih murah offline mending offline lah",1
mudah digunakan,5
Udah berapa kli mau daftar malah gabisa mulu,1
mantaf,5
keren murah bes,5
bagus,5
Good apk,5
kenapa kalau ada promo g bs cod y,5
ok,5
tanggap dan efisien,4
oke,3
"diskon pengguna baru belum kepake malahan udah ilang, niat kasi diskon ga si, marketplace terburuk di antara yg lain2",1
ok,5
Mengapa kalau saya belanja gak nisa cod,5
semoga amanah,4
"Tolong voucher gratis ongkir min. blja Rp.0 nya , di kasih min 1 voucher tiap hari. supaya pengguna bisa tetap belanja dan menikmati aplikasi ini tiap hari.",4
Tokopedia bagus banget🫰🥰😍👍👍👍👍👍,5
sangat membantu promonya,5
Terbaik..👍👏,5
ngelag buat hp kentang,2
Menyenangkan,5
Aplikasi Payah gak bisa daftar,1
Di aplikasi gratis ongkir tau nya barang mandeg ga di kirim krn blom bayar ongkir pas mau bayar hrs trf ga bs cas ya elaaahhh ribeeet bener ktnya gratis ongkir ko kurir nagih..kapok bener belanja di.tokopedia mendinv shoppe ama lazada deh ga ribet sesuai aplikasi,1
"sangat cepat, dan banyak diskon",5
baik,5
di tolak mulu,1
apk g bs dibuka,1
"Kenapa kurir rekomendasi lama banget ngirimnya?sudah 3 hari gak ada pergerakan,padahal pake yang reguler",4
Wow,5
ok,5
Banyak tau harga spare part onderdil mobil / motor,5
Mantap,5
ok,5
Makin kesini Makin busuk aja dan admin nya tidak berkompeten dan sekarang transaksi di market place ini sudah tidak aman,1
Sebulan sekali wajiippp bgt update😩😩,5
bayar PAM sering gagal jadi kena denda,1
mantap,5
"sering gagal transaksi, kalo dibatalkan promonya hilang",2
Sudah 3 kali update kok suruh update terus dibuka g bisa,4
belanja lebih mudah dan bayak diskon,5
"Sangat mengecewakan bertahun tahun langganan tapi gratis ongkir aja gak di kasih , udah lah cape tutup akun aja pindah ke toko oren",1
bismillah voucher diskon and cashback,5
Oke great apps,5
mudah sip,5
Kenapa barang sekarang lama padahal sudah estimasi tiba dan pengajuan komplain sangat lama 😡,1
Mantap,5
ok,5
The Best TokoPedia memang yang terbaik. semoga dapat diperbanyak voucher2 dan discount dan point2nya supaya pembeli puas belanjanya😉👍,5
"Terkadang malas belanja di hijau, karena kalau toko tidak respon pesanan, tidak bisa di batalkan otomatis, harus menunggu 2 hari. Atau persetujuan penjual. Udah jelas penjual nya tidak aktif dan lelet, tapi minta di batalin susah. Jadi harus nunggu 2 hari dah. Aduuh, KLO di sebelah, bisa pengajuan pembatalan langsung kalau penjual tidak memproses pesanan.",1
Aplikasi unik😌,1
sangat membantu terimakasih banyak semoga sukses 👍👍👍🙏,5
good,5
Murah,5
Aneh tokopedia skrg gak telat engga juga nunggak tiba2 gopaylater kena blokir aneh bgt....,1
ok,5
Apl buruk,5
👍,5
Saya kurang puas atas pelayanan tokopedia . Di karenakan saya pesen barg dri tanggal 11 fwbruari .smpe skrng blm smpe smpe sedgn kan estimasinya tgal 16-18 .,5
"Ya elah terakhir online seller dihilangkan, malas dah belanjanya... apalagi sekarang mulai banyak seller yang buruk, jahat parah.. uda nga aktif dalam penjualan barang sengaja klik proses dan menunggu waktu dari toped, biar selesai dengan otomatis,tujuannya agar uang kita tertahan...sampai waktu baru cair ke akun kita... Toko sebelah lebih baik",1
Oke,5
Sudah buat akun Error Mulu males pake👎,1
"Selalu terkendala setiap pembelian dg pengiriman same day/instan..selalu dikirim esok nya..pdhl butuh hari itu jg dan sifatnya urgen.. Tanya ke penjual, selalu dijawab sistem dr tokped nya terlambat memberi tau..entah itu alasan dr pihak toko ato apa, kita jg ga paham..yang jelas sangat mengecewakan dan merugikan.. Selebihnya pembelian dg sist pengiriman normal, lancar tanpa kendala..",1
Benerin aplikasi lu.. Abis update buka toped hp panas kek kebakar.. Dah kayak aplikasi malware,1
Saya merasa tidak nyaman ketika harus mengklik 2 kali untuk barang yang ingin saya lihat. Entah kenapa malah terlihat seperti Shopee.,1
"dg pakai refund pembayaran jadi simple, toko pedia mantap refund nya, puas dah ok",5
Kenapa yah kok yg diminta bintang cuma utk seller saja. Kinerja expedisi kok tidak ada? Ekspedisi jadi bebas tidak tersentuh penilaian,3
Tokopedia mantap,5
"sangat baik dan cepat,moga-moga ada promo lebih banyak lagi bisa memudahkan untuk berbelanja nggak harus keluar rumah",5
Sudah ada biaya jasa App... Apakah akan mengikuti gojek nya?,1
ok,5
ok,5
Ok layanan di Tokopedia Nya,5
"Saya mau ajukan pengembalian barang dana, kenapa sulit sekali? Minta di pick up sama Sicepat udh 2 hari gagal terus, dan ini hari terakhirnya. Sekarang saya malah disuruh kirim barang pake pihak ekpedisi lain dengan ongkir sendiri yg katanya akan di ganti. Tapi caranya sendiri saya gk ngerti, saya udh chat pihak Tokopedia lewat fitur diskusi tapi belum ada balesan, kenapa sih mesti serumit dan seribet ini cuma untuk balikin barang aja? Kenapa gk dibikin simple kaya Shopee dan Lazada. 😔😔",1
Hai Tokopedia! Lo sadar ga sih kalau tampilan UI mu semakin nggak karuan? Kita mau belanja ya bukan nonton video. Setiap klik item bukan langsung muncul live view tapi seperti tampilan scroll. Mau nyimpan ke favorit harus klik 2X. Sangat menganggu dan saya tidak suka tampilan seperti ini. JELEK.,1
mantabb,5
"expedisi yg kerjasama dengan tokopedia baik wahana maupun ninja selalu lelet,yg bikin nama tokopedia jelek. Sudah ongkir mahal pengiriman telat.",1
"Banyak yg bilang pengiriman lama, ternyata benar, saya ngalamin sendiri. Dan proses refund dana juga termasuk sangat lama hingga refund dana yg sudah kembali terpotong.",1
"pengiriman lama, ada diskon gede barang murahhh tapi ga ada gratis ongkir kek lah PERCUMA , kzl!",2
"aplikasi ini sangat bagus,,barang barang yg di dalamnya harganya pas",5
sangat membantu belanja online sy,5
Percuma download aplikasi Tokopedia belanja selalu dibatalkan sistem oleh Tokopedia kalau gak mau dibeli ya jangan jualan di aplikasi Tokopedia mending di aplikasi Lazada & Shopee banyak diskon nya daripada di aplikasi Tokopedia selalu dibatalkan oleh sistem...,2
Parahh pelayanan,1
Buruk sekali.. gak pernah telat pembayaran paylater.. malah sekarang gk bisa digunakan.....,1
"Feed selalu berubah jadi Promo, , ,",1
belanja jadi mudah,5
kenapa Tokopedia saya selalu kegagalan server terus kayak limit tolong dong jangan pakai limit,2
Sistem lelet,1
Ngadain event buat pengguna baru tpi vouchernya gk bisa di pake Gimna dah,1
aplikasi ini mudah digunakan terimakasih atas bantuan mempermudah belanja dari rumah 😊🙏,5
kren...,5
ok pokonya,5
sukses slalu untuk tokopedia,5
Good,5
Ngga jelas banget alasan nya,1
Banyak ragam penjual tp byk yg nggak jujur,2
Okok,5
gajelas gabisa cek out saat mau belanjaa promo.,1
"Trimakasih Tokopedia,,, Jayalah selalu,, Makin di perbanyak bonusnya y min,, 😊🤪👍👍🙏 Satu LG yg paling penting min,,, Jasa kurirnya di perbaiki LG lah,,jng suka di lamah2 in,,kalau sprt ini trus,ganti kurir ja biar Tokopedia smkin jaya terus dlm playanan ke konsumen,,,,,",5
"setelah di update kenapa ya, jd mau masukin ke keranjang quantity hanya 1 tapi muncul nya selalu lebih kaya 6, padahal mau beli 1 aja -,- bad",4
Tmpt blnja kurang jelas di pjangn iklan bisa cod pas di buat pesann cod di batalin pesann...mmng toko pedia saja tmpt blnja onlen msih bnyak min tmpt blnja yg amanah bisa cod...jngn mntang di batalin kmi ttp akn mnggunakn...,1
Voucher tipu tipu huuuuu mahaaaal,1
Keren,5
Syang nya ga ada map buat kita tau pket di kirim pkay apa dan dalam waktu berapa lama sampay nya,5
"belanja tak perlu repot repot lagi, semua jadi mudah dgn Tokopedia.",5
Oke mantap,5
"sy beli tempred di toko benua cell dan dikirim salah karena ukuran tidak untuk hp sy,lalu sy komplain dan sudah 9 hari baru mau kelar malah disuruh reture dengan cara menginput resi pengiriman. udah seler engga ada bukti video ngepak barang tetapi beban ongkos malah dibebankan ke konsumen. jelas jelas kesalahan seller,tetapi tokopedia tidak mau ngepush seller. aplikasi bobrok dan engga fair. sy ada bukti video unboxing sampai semuanya masih ada. hati hati belanja disini. untung barang murah.",1
Saya selalu di Tokopedia..,5
Bagus,5
Proses pengiriman sangat lama,1
Sya bingung saldo sya hilang d ambil Tokopedia pdhl sya tidak pernah memesan barng apapun tolong dong kembalikan saldo dana sya,1
keren banget. tapih gopayliter nya susah banget makai nya harus ada kode. saya kan gk punya kode itu jadi gk bisa pakai,5
Nga bisa cod parah ini,2
"Saya pengguna baru Tokopedia dan mendapatkan voucher 35rb untuk pengguna baru tapi saat saya pakai voucher nya pesanan saya malah dibatalkan oleh sistem Tokopedianya dan dananya saja yg dikembalikan tapi voucher pengguna barunya tidak dikembalikan, penipuan!! Sangat tidak direkomendasikan!",1
Baguss,5
good,5
😁,5
ini gimana sih tokopedia masa semenjak saya sambungin sama tiktok paylater pembayaran lain gak bisa. bisanya gopaylater sama tiktokpaylater. saya klik pembayaran lainya cuma muncul halaman kosong,2
bagus,5
Aplikasi sampah. Pengiriman lambat respon costumer care jelek. Tidak ada solusi yang bagus. Menyesal sudah menggunakan tokopedia.,1
gokil,5
"Market place ga jelas ga bonafit, barang sudah dibayar dan tidak sampai kesaya komplain ruwet bngt char tokopedia care kayak chat sam a robot ga ada solusinya sama sekali ilang duit saya",1
Bagus sih banyak promo tapi kenala pas di update gak bisa dibuka dah gak jelas banget masa gak bisa dibuka pas selesai update,3
Lebih tenang belanja online di tokopedia..krn jaminan uang kembali kl barang tdk sesuai atau tdk sampai. jg byk potongan2 diskon n free ongkir,5
mau daftar disuruh isi nama udh isi nama panjang tapi masih gk bisa hdeh gimn sih tolong perbaiki,1
terima kasih Tokopedia 🙏,5
very good,5
aplikasi rusakkk,1
"ga lagi beli di sini, kalo mau check out pasti pesanan di batalkan, mana ga di kasih tau kesalahannya apaan, kesel bgt pliss kalian jgn beli di sini mending ke toko oren aja ga ribett.",1
"Barang udah di bayar malah di batalin sistem, kata sistem tidak sesuai ketentuan, seharusnya kalo emang gk sesuai sistem itu barang jangan di tampilin atau di acc untuk di jual",1
bagus..thanks,5
Tokopedia Semakin ditinggalkan Pengguna karena Pengiriman pake id Expres yang Sangat lama Lama2 juga seperti Bukalapak,1
mau daftar tapi ga bisa terus menerus.. keterangan kesalahan server,1
amplikasi ini bgus untuk kbtuhan blanja,5
lots of discounts so you're satisfied with your shopping 🥰,4
lebih baik dri sebelah 🔥,5
mantap,5
"Sekian lama selalu transaksi di app ini, pesanan terakhir tidak diterima, status lacak jg tidak ada perubahan, barang tidak diterima, tp dana diteruskan ke penjual. Jumlahnya mungkin tidak seberapa, tp cara komplain ke aplikasinya pun susah",1
Total belanja 84.000 pesanan tidak tidak terkirim saldo refound yg masuk cuma 55.000,1
Mntappp,5
"sangat bagus, ngomong ngomonf mengapa tampilan layout home saya berubah ya. jadi lebih kurang bagus",4
diskon gk bisa dipakai,1
"gabisa daftar, tulisannya kesalahan di server terus. padahal sosmedku lancar..",3
"Untuk tokopedia minta tolong, Banned JNE dari jasa pengiriman.. Jasa Pengiriman tercacat diantara jasa pengiriman lainya. Masak Jakarta-Semarang estimasi tiba seminggu udah kayak nyebrang pulau aja.",5
"semoga jauh lebih berinovasi,",5
Sippp,5
oke banget,5
"Sudah gak ada Promo, Harga Lebih Mahal dari Pada beli di Toko Offline. Jdi mending beli lgsung aja ke Toko Offline klo gk ada Promo gini",1
Good,5
"Customer service untuk penguna baru atau lama juga sama aja lemot, chat sehari baru di bales kocak",1
Belanja di Tokopedia lebih mudah dan lengkap. Puas banget belanja di Tokopedia.,5
👌👍,5
"Seminggu ini dua kali berturut-turut tertipu penjual di tokpede, barang tidak sesuai deskripsi harga mahal pelayanan jauh dari menyenangkan, anehnya toko toko nya bintangnya di atas 4-5",2
Tidak ada pengalaman,4
Semua seller di Tokopedia ini lama banget balas chat untuk tanyakan ketersedian barang🤨,3
okey,5
Diskon 99% perbulan udah gada lagi,1
Menu diskusinya hilang. Setelah di update. Sayang bgt. Biar ga ada 2x atau lebih pertanyaan yg sama.,2
Mantap,5
Ini kenapa tidak bisa daftar akun terjadi eror terus pada server katanya,3
suka gagal pembaruan,3
"Min kenapa kalau ada pesan tidak ada notif ya, jadi kita yg haru selalu buka pesan, ada pesan tapi tidak ada notifnya.",4
Astaga Tokopedia PHP... Error apa gmn. Udah jelas2 dapat diskon 20rb pas klik bayar tiba2 error. Trus pas masuk lagi eh diskonnya hilang. Gk bener ne aplikasinya.,1
Gak bisa mengajukan komplain gagal terus kurang barang,1
bagus,5
"Banyak seller seller ga jelas, udah 3 kali cancle pembelian, ada kupon promo ga bisa dipake, tulisannya ""kamu bisa lanjut belanja tanpa promo"", terlebih lagi dari cancel pembelian malah diubah ke saldo Tokopedia, justru sistem operasi saja bermasalah, bagaimana konsumen MAU untuk menggunakannya?",1
mantulllllllllll,5
"Makin kesini, makin berantakan. Sulitnya komplain ke customer service, selalu dijawab oleh mesin. Padahal ada pilihan live chat tapi ga guna. Klo bertransaksi disini jangan sampai ada kendala, lebih details dan smart",2
"Setelah update, tidak ada notif dari pesan, padahal setelah di klik pesan ada 5 notif, dan setelah di klik pun, tidak ada isi pesan sama sekali, saya tambahin 1 bintang karna sudah direspons meskipun belum ada perubahan",3
ok,5
"Udh lumayan bagus, masukan buat Tokopedia tolong diperhatikan masalah expedisi pengiriman yg makin hari makin parah keterlambatannya.. dan tolong diperhatikan juga rating expedisinya yg slama ini slalu dikeluhkan oleh konsumen tokped ..",2
Mantap,5
sangat puassss 👍🏻 selalu dapat diskon 🤩🥳,5
Harga dan promo nya enggak bisa dipakai,1
gabisa login lol,1
baguss sekali untuk beli apa saja,5
admin tidak bisa membedakan kebenaran,1
luar biasa,5
Apk busuk,1
Selalu mudah dan terbaik dengan Tokopediaaaa,5
Kenapa ya suka update terus..,5
"Belanja makin mudah harga terjangkau hanya ditokopedia..produknya lengkap dan saya suka belanja online...yukk temen"" jangan ragu lg belanja online ditokopedia👍👍👍",5
terbaik,5
semoga kedepannya lebih puas,4
Voucher mau dipake hilang lolos aplikasi lawak,1
Bagus,5
Kurirnya kagak jelas cookk,1
"Lama lama menyebalkan juga ini tokped Respon cs lama harus nunggu lebih dr 15 menit Refund pengembalian dana lama, dana saya mengendap di tokped Astaga gatau apa org tuh urgent kudu nungguin Buang buang waktu",1
"Saya, order satu produk, ternyata stok barang kosong, karna penjual tidak update ketersediaan barang, saya batalkan pesanan supaya cepat dapat pengembailian dana karna mau beli di toko lain, tapi sudah 2 hari penjual belum juga menyetujui pembatalan pesanan, sudah lapor tokopedia, tidak ada respon, jadi males belanja di tokopedia 😡, online shop bukan mempermudah, tapi malah ribet 😡",1
sangat membatu sekali,5
Kurir yang direkomendasikan rata2 lelet sama kelamaan,2
Kapok belanja disini banyak toko ga jelas,1
bagus semoga kedepan nya dapat kartu tokopedia playlater,5
"Biasanya saya dapat FREE ONGKIR, kenapa sekarang nihil ? KEMUNDURAN 👎",5
Hati hati beli online di sini Sekarang Kalo Barang Rusak Ribet Return nya Uang nya ga bisa kembali Udah ke bagian bantuannya ga menyelesaikan masalah malah memberatkan konsumen,1
mantap,5
Toko pedia pengiriman paling lamaaaaaaaa di banding olshop lain di tambah lagi susah tu kita gak bisa lihat atau cari tau apakah barang sudah dikirim apa belum atau sudah dimana nyampenya kapan GK seperti lazada atau shopee,3
ok,5
sangat membantu dan belanja menjadi mudah,5
Jangan update terus dong min memori full,5
ok banget murah Poko nya tokopedia terbaik,5
mantaap,5
e-comerce terpercaya sejak dulu,5
Aplikasi nyebelin banget inimah,1
keren sukses selalu,5
"Komplain kok susah masuk ya, sudah berulang2 dan sudah saya coba durasi semalan juga gagal tgl 18 Feb 2025",4
"Baru pertama download blj di reufan trus, saldo kembali ga bisa di tarik...buat blj jg di batalin sistem trus, burukkkk",1
layanan cepat mantab,5
Cept,5
Aktifkan paylater saya,5
"pesanan saya belum sampai, saya mengajukan komplain tapi disuruh nunggu lama banget. saya ga mau lagi dah beli disini",1
"gue chek out barang yang sama,kembaran sama adek gue tapi satu di hp gue satunya di hp adek gue kok pembayaran di batalkan oleh sistem karena kesamaan oleh pihak lain menggunakan promo lebi dari satu akun??? hp adek gue ya pribadinya dia hp gue ya pribadi gue lo ngapain nyamain gua sama adek gua trus paket gue mau di kirim kmn kalo nggk ke alamat yang sama seperti adek gue, kirimke arab??? benerin dulu dah sistem lo ya tokped tolong respon🙏🙏🙏🙏🙏",1
tokopedia aman nyaman,5
ok,5
C U K I P 😁,5
Tokopedia makin lama makin gak jelas CS nya semenjak di ambil ahli tiktok.sekarang gw lebih nyaman belanja di shopee dan banyak diskon lagi,1
"Buruk , gopaylater nya ga bisa dipake",1
tokopedia barange murah tapi bukan murahan,5
oke,5
Tolol,1
kurang puas,1
mantap,5
"Masih ada toko yg stoknya kosong tapi etalase masih ditampilkan. Mau di report tapi ga ada pilihan utk toko yg sperti itu.. Saya sudah order baru dikasih kabar besoknya kalo barang kosong, alhasil voucer diskonnya hangus, harusnya bisa buat belanja ditoko yg lain....... Dan sekarang etalasenya masih ditampilkan, padahal stok barangnya kosong!",1
ok 👍,5
Lumayan bagus tapi masalah kualitas samaa aja bedanya agak mahal. Beda sama toko lain.,4
"Perbanyakin diskon nya dan gratis ongkir 😅😅😅 Murah"" di sini komplit juga ... Beda dgn si L mahal"" dan gak komplite",5
promo real,1
istimewa dan luar biasa..,5
"bisa gak sih bikin aplikasi itu yg udah bulat, full fitur sekali download, ini udh di instal, masuk bagian ulasan download lagi, masuk bagaian komplain download lagi, ribet bngt asli. masuk apalagi terus harus download",2
toko pedia the best pokonya,5
Tokopedia semakin didepan maju terus pantang mundur,5
